gene_name,GG7_with_T_fpkm,GG7_with_T_1_fpkm,MN7_with_T_fpkm,RN4_with_T_fpkm,RN4_with_T_1_fpkm
DGKK,2.016556749,1.712441667,0.705692482,0.574347208,0.650559522
USP11,123.288329,135.6578319,83.050515,78.06088474,76.62855679
PDLIM1,6.425556509,4.223040095,1.466843049,1.532986893,1.302625358
AOAH,3.785524613,1.931682101,0.632577169,0.475166884,0.397403195
C11orf21,1.975003607,1.021556782,0.099146189,0.2245034,0.120798044
IGFBP2,66.26150869,51.29063662,105.7501626,102.4209756,108.8253602
SIX6,1.742625599,0.57923729,0,0,0
SRPX2,2.707311076,2.059318148,0.876362,0.800593958,0.949210081
MKI67,7.058539812,4.019224105,1.675907186,2.093092047,2.069401036
UBE2A,21.4500031,23.3416693,13.16874954,13.71674927,12.58223189
FGD3,5.289672822,3.9310979,2.034060477,1.584076681,1.571641004
TMEM164,18.37448877,17.02581287,10.09043704,7.758536952,7.387326581
CHRDL1,5.645419988,6.000805443,10.11286354,13.05386094,12.939566
POU4F2,0,0,1.956809263,1.491500432,1.673829991
ARHGAP45,6.316671235,3.512155019,1.735201359,1.371709298,1.331501669
DENND2D,3.489305271,1.455221722,0.419376296,0.241057897,0.482858147
HSF4,2.781365051,3.073101431,7.273490107,6.513501577,5.951740557
NCKAP1L,2.559852548,1.305884426,0.471477745,0.533799421,0.323122798
AQP3,5.824309494,3.299027051,1.285793507,1.11434863,0.96717773
STAT5A,3.185116535,2.693362798,1.221949119,1.096414678,1.190062274
PUDP,11.30984812,12.56466923,6.337003524,6.142071933,5.784002338
TRIM4,3.765854906,3.366634663,7.632297034,6.726120652,6.753919042
AIFM1,15.05088955,15.20719399,6.911996216,8.298454235,8.265901218
THEMIS,2.807130647,1.54138609,0.483075945,0.4655923,0.367857237
MFNG,5.768657534,3.82090965,1.429381102,1.581240967,1.479840569
IL12RB2,2.040724975,1.313950617,0.230083319,0.256853276,0.415716104
VWA5B2,0.535741604,0.434674912,1.727581495,1.510193496,1.46061279
TLE1,20.85433627,20.30727474,30.87899467,34.7496577,35.63075396
PIM2,11.59967876,11.142557,5.947594326,5.489152862,5.878808977
SLFN13,0.923332131,0.63779345,0.143794507,0.088094342,0.176707118
IL21R,1.206836985,0.759309569,0.177684528,0.088427045,0.092780499
HERC6,3.812226558,3.065368133,1.277602774,1.143276365,1.521342724
ACSL5,2.011834195,1.099742122,0.305760565,0.194011358,0.179614372
FGFBP2,8.210567922,3.653007963,0.777121052,0.928186859,0.913015777
DDX60,3.645068596,3.717239678,1.452818897,1.70812165,1.831667453
PIK3CG,1.104883625,0.754470873,0.117008108,0.097827451,0.192456951
DHFR,8.739590618,5.879246294,2.014375923,2.965933144,2.660402943
TCF4,1.932953004,2.018788076,3.198176774,4.389928369,4.31532759
XPR1,52.89927081,51.7190019,34.50456041,31.48299383,30.04615768
GIMAP2,3.692525192,1.979563859,0.198528779,0.414961936,0.4232972
DACH2,2.935626298,3.033859491,1.412885235,1.05422085,1.170976494
MIS18BP1,2.367869142,2.236083662,0.910341803,0.94365664,0.923160396
RASAL3,4.022892001,1.438598662,0.415040083,0.475065374,0.446983085
MYH9,45.20780946,27.40202266,15.68597646,15.77104003,15.9002168
NHSL2,1.477579446,1.607274822,0.498990525,0.73991702,0.562205361
ZNF528-AS1,4.956263367,4.412809493,8.706584583,8.384500432,9.297202587
TGFB3,0.820507798,1.004324513,2.249790822,3.546535436,2.825691549
AL021395.1,0,0.041329604,1.948108115,1.776044523,2.357760525
ICAM3,7.734683008,3.861894225,1.270113099,1.556810586,1.547484367
SST,18.31233274,49.33310172,5.164639443,6.297114526,7.899835357
CTSS,2.286560356,2.192736855,0.678322313,0.548833289,0.329916087
SSTR3,0.719546781,0.765159886,0.051158157,0.064158017,0.09817012
SELL,42.18609706,18.94039436,3.445949617,4.967360864,4.444088006
NKG7,10.63367336,6.560930955,1.434715463,2.11985635,1.627479103
GABRG2,0.469896431,0.738738261,1.548366788,1.388222795,1.488665614
RGS8,3.125349741,4.898717265,8.178910522,10.87267002,11.18222389
ITGB2-AS1,3.32640219,1.475660114,0.303574769,0.128888403,0.286071619
FAM135B,0,0,0.733325239,0.211112837,0.293170204
SHOX,0.041804655,0.052604742,1.688219177,0.74984682,0.506189683
PGRMC1,169.0893056,210.7419546,107.5558367,107.694948,110.8163582
PCDHB18P,0.401282839,0.302971722,1.562645664,1.617988118,1.646081167
PBX3,25.20035157,30.64398946,44.96008355,48.98351244,50.24431477
TNFAIP8,1.810549954,0.966624066,0.279732866,0.360392992,0.376813761
CSAD,7.94246536,9.088182186,15.36287142,14.08446033,15.51156265
RELN,2.982766399,4.133705771,9.059708961,7.365032768,6.901101865
CDT1,6.098066007,3.898957522,1.414339015,1.652011233,1.767554024
LNX1,0.712278292,0.853995951,1.842208357,2.377043311,2.735503358
ZNF717,0.941422656,0.905454219,1.955382458,2.07835323,2.323398056
ASXL3,2.489554813,2.983706675,5.220451191,4.871933143,4.711411988
CST7,13.94243665,7.687306319,1.392690056,1.377517459,2.863400733
EPHA5,4.668924759,5.164481394,8.303057827,13.70941099,12.94127671
AC004687.1,7.75379869,2.895157826,0.512387506,0.758614259,0.897408669
ZIC4,0.866304857,1.378116539,2.46726691,4.632312887,5.069053836
AL031282.2,0.378884004,0.317844916,1.79418576,1.123150568,1.460573575
IL12RB1,1.705645467,0.740471107,0.086099964,0.163093171,0.073759741
NFATC2,1.70310326,0.745908072,0.206555226,0.262543803,0.183646266
LINC00649,1.006740996,0.778597152,0.238771847,0.318667668,0.185753535
AC010478.1,2.511271998,0.825482558,0.02587092,0.027037509,0
NRCAM,42.92667042,39.37387067,27.11746097,26.38423259,25.76241847
ZCCHC12,62.3501338,77.85852693,33.46442384,40.55313634,37.57056056
LINC00461,18.50081439,18.59446592,30.96550536,29.28850611,27.50171249
TNFRSF14,2.895390775,1.809650499,0.788432831,0.454746637,0.438393079
LINC01215,1.449486077,0.854145147,0.053538432,0.083928933,0.024461371
JAK3,5.427131424,4.271854062,1.907863603,2.277722595,2.391721042
PCDHGA11,1.189973014,0.920255452,3.7632711,2.577631634,2.682723229
BIRC3,2.169615972,1.024565168,0.375324492,0.167188043,0.269875492
HMX2,1.32275268,2.804827981,0.056827034,0,0
STAG2,23.04046658,28.49570932,15.10831408,14.81528661,14.4434132
OCRL,24.32187079,25.82296005,15.84370312,13.67222253,12.80833524
MX2,0.575928246,0.30402775,0.077999427,0.031495061,0.048596515
TRG-AS1,1.608618813,0.703583968,0.078402043,0.122906099,0.153520275
ZNF300P1,0.117218807,0.191752444,1.227805581,0.958512972,1.378785862
TNFRSF14-AS1,0.694323745,0.578708737,0.045224578,0.098466404,0.06198847
TRIM60P18,0.664027556,0.389935828,3.910633311,3.941010779,4.517908852
BARHL1,0.587158069,0.866915364,4.30759111,2.932385864,2.545905211
ATP2B2,1.84052164,2.129616754,5.095411848,4.106189142,3.639386015
EIF1AX,47.22545378,52.26048588,30.80330735,32.26875056,31.16485848
UCP2,10.60167072,9.546793761,5.244483905,3.868042625,3.623638114
IRX5,8.616020114,9.597649225,15.03968894,18.91241897,19.21059362
AGAP2,10.52831086,10.79742044,16.28765156,16.1957892,16.62372661
CD9,6.743427018,7.541496667,11.7281174,15.24576629,14.27919165
KIT,2.61910707,4.468946366,8.722597252,8.798733394,8.274530303
IKBKE,3.613704169,2.080500207,0.683303483,0.669483234,0.852966907
PRKACB,33.57710096,32.95147291,21.6645931,17.77487603,18.57837122
ARHGAP11A,3.022213779,2.454006311,1.230551047,0.917525513,0.996233854
IL13RA1,11.14007986,7.110582515,3.554991086,3.637893085,4.046130072
PJA1,58.79743516,71.25000948,34.19204406,37.15297194,39.6248782
MKNK2,22.56231074,21.48499786,13.3429135,14.26402844,13.91703484
ZNF558,5.419321665,5.737300464,2.67911967,1.494476489,1.4874809
IL9R,2.762980473,1.215724162,0.277099873,0.106184848,0.17724725
FUNDC1,20.01053447,21.49588443,9.522569813,9.520024703,11.51149667
P4HA1,51.49144038,68.08970059,104.9423895,108.9242883,103.3772174
ISLR2,31.6241899,34.85937004,20.56970962,16.41017682,15.49502954
STAT4,4.069510569,2.371256871,0.831372971,1.101231796,0.874536185
AC008443.2,4.840506882,6.721142137,0.252771614,0.528339514,0.692938507
DRAXIN,28.16684488,30.69062343,42.66166171,45.4869683,46.21077295
LRRN1,9.154984041,10.0922938,16.14228933,15.29994535,16.22270775
SLC25A5,131.6501032,152.2086651,63.31069519,83.27898759,79.84661121
INPP4B,1.04889423,1.137371542,0.346446957,0.413305372,0.501747603
IRX3,9.302088526,8.857171211,14.74637123,16.17524763,17.79490366
LRP2,8.464758651,7.866014916,5.262966179,5.144998459,4.839127114
CDCP1,2.020860256,0.907307708,0.234591637,0.300890449,0.321550303
STC1,2.959555932,4.557911194,12.67641422,8.593157591,8.802273094
GRID2,0.732182699,0.956087226,1.900807456,1.794489649,1.829570267
DKK2,0.010608451,0.192227155,1.15669789,1.248032371,1.130376997
TCERG1L,0.008713941,0,1.477978417,1.466473746,1.591729039
SOX21-AS1,11.49977749,7.914160202,4.151468088,4.169534251,4.455824384
DENND1C,3.689438052,2.377006893,0.794626677,1.074405687,0.639893075
PMAIP1,13.12011493,8.151640258,3.559838629,4.347631399,3.574446553
SLAMF1,1.556241672,0.777914343,0.162534102,0.181187409,0.103965124
CXCL8,2.377534019,1.926897362,0.467860917,0.22321996,0.334585084
PLIN2,7.738414719,5.377789202,2.783072133,3.003619488,2.942059402
UXS1,5.414902196,5.33941054,3.07590986,2.973687074,3.060503072
LAG3,4.302924636,3.456269268,1.513652011,1.305072941,1.037367038
WIPF1,11.00111873,6.285706669,3.012474513,3.773737822,3.475708441
SERPINB1,3.124620939,1.759086255,0.538222171,0.585929204,0.471328083
TRIM38,1.396976276,0.764402286,0.167082225,0.303010822,0.208809102
GABRA2,0.833401894,1.179192839,3.035992612,2.242907526,2.184324557
C5orf38,1.642303997,2.084557869,4.301319364,7.571654163,8.398954656
TNFRSF4,4.499259343,1.929643422,0.376293362,0.252810918,0.552619466
SIGIRR,3.499250475,2.031770892,0.714499169,0.705233508,0.797989253
TBC1D30,1.40524609,1.81527598,3.348376802,3.136466988,3.127697775
VSTM2A,2.910170037,4.483295792,7.953727633,8.146296701,7.778051838
PAX2,0.051373588,0.051716621,0.30378751,0.669818224,0.782011573
PARP9,5.792596613,4.711463864,2.654950369,2.744921209,2.972278244
SLC30A8,0.569166476,0.404015143,0.02210091,0.050044581,0.010097766
MYO1F,2.792271214,1.003513142,0.238076622,0.220538023,0.482074134
LMX1B,0.911642634,1.708876328,3.649796656,3.627802947,3.643275743
NOMO3,1.14627817,1.159506682,3.181091358,2.296207972,4.367924562
TSPAN6,18.98386695,17.73759059,11.15884956,11.6513717,11.54831299
RCAN1,30.90578038,18.75306829,10.11835009,11.8955755,11.32017654
MT-ND4,4907.369881,3969.896804,2297.553098,2662.289105,2742.516599
PCDH10,7.954214938,9.600621709,13.6163076,15.29365065,15.84316844
RIN3,1.298077131,0.754299779,0.202438536,0.289512773,0.248270378
ITGA3,10.96600659,10.34280716,6.90885011,6.384421379,6.740138346
GZMM,7.321167306,5.905803585,1.95797695,1.483543811,1.341880918
AC012354.1,0.87028416,0.979165274,0.017228009,0.009002433,0
IRF1,7.032187193,5.612453158,3.558702817,2.959842775,2.894188861
ATRNL1,5.654711845,4.848797433,3.054370249,2.353991483,2.440571207
TPBG,2.880209905,3.801341798,9.339881865,6.61706213,6.704059613
ZNF578,0.395146736,0.263051517,0.997338551,1.096107899,1.07598728
LMO2,15.13508674,9.583788772,5.0735629,5.520034825,5.098413749
ZNF385D,0.948582937,1.198725396,2.06478092,2.385033408,2.043484356
AL356488.3,0.507677577,0.574950888,1.938061586,1.858061038,2.01979098
RORA,2.73186548,2.484840564,3.960637485,4.647062287,4.569246274
MFAP2,2.326260515,3.386106797,6.601371343,6.318596218,7.025540687
DAPP1,1.672333251,0.618635469,0.050854448,0.148813306,0.111528361
USP9Y,0.640154001,0.324266548,0.082330169,0.068834124,0.0282121
ASPM,2.201043667,1.470099362,0.71805527,0.577257144,0.757095944
CMAHP,0.778315182,0.484254049,0.114592582,0.07983991,0.14211084
SLITRK4,1.125658559,1.071083066,3.565032549,2.345566059,2.361463536
STK10,5.755612181,3.346428403,1.843565823,1.870812236,1.71720278
RRM2,3.684024381,2.23557208,0.530093844,0.935437864,0.952904353
LRRC7,1.157017711,1.30010545,2.295180751,2.274948382,2.090094925
TRIM14,3.493520728,1.695171223,0.761226639,0.689478719,0.556479415
GRIN2D,8.312535018,8.748405149,15.49475604,13.82518653,13.33311376
P2RY10,4.243810053,1.739556838,0.461802384,0.214500568,0.386823409
CCR5,1.247764198,0.602925986,0.088180947,0.09215726,0.0345337
GLIPR1,1.818692402,1.235262995,0.390822874,0.389179788,0.545800919
TMEFF2,2.231481022,2.642801328,6.186691983,4.694350756,4.646303146
PPM1K,14.44930035,18.12746739,9.962527143,8.447601025,8.648263795
IL7R,9.072851753,3.668595689,0.488524942,0.686056706,0.920716313
CENPF,6.349443985,4.044220176,1.681720472,2.18350202,2.467815431
STON2,1.659813887,1.88344909,3.156053572,3.505676733,3.319532029
PCP4,3.314133913,3.127746694,12.12892367,7.82405853,9.17235058
CDH1,2.269755191,2.919608325,0.823748195,1.119161142,1.046979939
SOX6,1.330016489,1.404667706,0.69494172,0.753360056,0.72651617
LPAR6,3.646042748,2.344380906,0.734072488,1.067372193,0.977014608
PHF6,15.43267635,18.07897938,10.20243753,10.50569114,9.879171389
MTM1,7.974779145,7.453777591,3.593687276,4.351598157,4.073256806
TAGAP,0.997259286,0.665518816,0.079188173,0.088670333,0.139553646
LGALS8,3.402132531,3.296595624,1.915076889,1.789838524,1.586729272
MT-ND4L,3883.414245,3196.055839,1976.444233,2209.864072,2243.045447
ARMCX2,33.52404819,35.3029208,20.64754615,22.99966131,21.71171925
SULF1,25.34016428,15.38605695,8.790049568,9.960090335,9.445855658
DNAJC12,18.42652987,18.91925459,10.14125438,11.24813901,9.715350707
ZNF711,35.15086397,34.45461753,23.11935868,18.72279397,19.84221937
TRAT1,1.776168644,0.912259452,0.054893836,0.124299813,0.175564523
MR1,0.720499732,0.389792811,0.069276944,0.111186982,0.088173979
SLC26A7,0.036519928,0.014705512,0.221220495,0.570283254,0.818701378
EN2,1.983867894,1.711812541,3.569775501,8.301622155,8.067886098
KIFC1,5.97207922,4.081511517,1.521163707,1.965517762,2.047120576
TPX2,13.31960073,8.495486373,3.88791491,4.613041484,5.100450286
SIX2,0,0.146424882,0.818154654,1.764905568,2.012821377
CLCN5,4.706769898,5.653577615,3.016950102,2.905740301,2.937930835
ATP10A,0.953517985,0.493655062,0.159526574,0.13510073,0.098020021
AL590705.1,0.625306346,0.629481659,3.328682278,4.648371688,4.169237332
FGF13,6.404891098,6.634999168,4.278808279,3.446731307,3.461291671
PHF11,2.839365917,2.543909259,0.783534569,1.10846525,1.12636503
EVI2A,4.446836394,2.405299128,0.714741948,0.536885808,0.183690604
CD247,7.110066001,3.9789528,2.16723149,1.378148869,1.194520173
LINC02446,9.13190891,5.52635846,1.918501608,0.97465858,1.24178093
TRGC2,3.482703262,1.957872685,0.182654316,0.26247469,0.187770602
MIR3142HG,1.175806471,0.679147803,0.038920661,0.020337848,0
RNF152,2.775275439,3.856667787,6.573987719,6.188385272,6.023129432
SYN3,2.7436877,2.982290769,4.800756994,5.372438402,5.532116065
RASGRP1,4.899667325,3.986757845,2.162260711,1.23295829,1.331096571
CMTM7,4.287412257,3.123288411,0.875569605,1.404797159,1.352255364
FAM84A,2.338986376,2.750705983,4.949035459,4.647484594,4.250116513
ZNF441,10.8465293,9.607513837,17.03956452,15.57811506,16.79908861
TACC3,6.106246044,3.532769448,1.473881546,1.655127934,2.117347487
SBNO2,12.73718296,9.968206443,5.515121084,6.471521151,6.401628629
COL3A1,5.67089867,6.548487926,34.06638416,142.1581395,134.1432705
KLHL6,1.090488644,0.642917141,0.250015239,0.254413061,0.216436511
AC008105.3,4.373582947,2.282007576,0.883103411,0.656446574,1.057015367
KLHL28,5.395347225,6.105297515,9.765791888,8.976031054,9.177702821
MAP7D3,3.319480047,3.367751573,0.870554454,1.429701528,1.516238093
NFIX,2.261086531,1.295448954,3.736102439,5.23550337,5.080761038
GRM3,3.256614356,4.371146016,7.092633647,7.79604868,7.383419319
CABLES1,2.258531957,1.296236503,0.53528777,0.577588475,0.400204791
SH3KBP1,12.87340342,12.87158314,4.337613383,6.908541894,6.570747432
SNAI2,0.256645084,0.163173955,0.886414609,1.218553097,1.439297833
CD38,1.243199074,0.861247448,0.215934438,0.303246071,0.314475813
CCND1,36.26539066,30.86381866,20.80137686,15.0133744,14.88612679
WASHC2C,11.94061757,9.270066336,6.165464072,4.942828344,4.970454473
GABRB1,0.408567273,0.528808333,2.415981431,1.670453061,1.55480836
CDC25A,4.885610564,4.268443586,2.258367329,2.272135823,2.186871513
WAS,7.293147674,2.576426057,0.990809524,0.994880391,1.06516377
APOO,10.59283397,12.62377884,5.563446299,6.379312305,5.604762288
CENPE,2.003684165,1.54332198,0.592664322,0.747362089,0.819067403
BCLAF3,4.741064416,5.285802514,2.8408249,2.593608268,3.026928834
PARP10,5.103535506,4.074922196,2.284874395,2.119466408,2.459225323
TRPV2,2.163249888,1.109136278,0.311998746,0.34024445,0.223122135
MAB21L2,9.239612863,8.003450951,31.9228117,18.81752083,16.76588715
TRIM67,4.072811518,5.133663281,7.643400557,8.045082322,7.791211548
SMC1A,17.85254932,20.1670806,12.53939125,12.33707286,12.1497884
MYO5B,0.939249503,0.866361181,1.596596908,2.537457817,2.786917013
LRP4,5.21760212,4.758851254,7.662005415,12.35427649,12.36069464
CLDN5,0.935331903,1.21059942,4.451699562,2.749168207,2.866025189
SOD2,6.497791261,7.257100551,4.041510523,4.547642406,4.224874604
IL18RAP,1.004101007,0.513178237,0.031191642,0.040747695,0.042753792
CORIN,1.585253056,2.27258327,0.894235656,0.723684237,0.697712892
SP140,1.329720534,0.784981118,0.232031844,0.207852665,0.272607123
RGS10,15.44341403,7.478545604,3.103518576,2.915256749,3.747513283
HPRT1,25.3916941,31.75274063,12.7036414,15.10720799,16.1633027
TLX3,0,0.123573578,1.177343474,1.732320165,2.080904083
LRMP,0.92190331,0.607076233,0.090974837,0.124331636,0.201434394
FGF19,1.385584266,1.055551665,0.075614557,0.177804491,0.103643438
SLC25A43,1.529714844,1.599157141,0.386095455,0.349187472,0.427441843
AP1S2,30.5481111,26.52700341,18.51666202,18.13652524,18.16767104
IGDCC3,7.121910819,7.942072955,15.70512109,12.2337909,12.65336666
VIPR2,1.614418585,1.536872424,0.57577908,0.546197026,0.388533885
TMEM158,73.92022143,38.87326218,14.61962423,21.34507665,24.65511899
SIRPG,5.333841326,2.53043357,0.639595615,0.398905759,1.046361871
KIF11,5.401987135,3.853143661,1.4657633,2.133659992,1.943863608
RPRM,9.15735078,8.40325531,15.15701769,16.31701703,16.50828246
SHISA8,0.782654543,1.444447593,4.642182184,3.733254528,4.557858514
MT-ND2,1958.737268,1604.064912,1058.322244,1130.541095,1164.513751
F2RL1,10.93557754,9.527270103,5.504576172,5.556674201,5.80880652
APOL3,2.616612906,1.117727304,0.470332541,0.462867854,0.39755013
XCL1,4.457776796,1.113450367,0.270707859,0.123775223,0.046381765
FERMT3,4.438328996,2.121154973,0.844880465,0.890862102,0.620390151
CCNB2,5.201746744,3.737990434,1.387220727,1.855365779,1.607167087
ISG15,31.55154099,35.1933216,16.51691927,18.93137052,18.86618974
ECHDC2,1.045275316,1.036311602,0.24783501,0.396871001,0.427367968
ZBED2,1.387820465,1.097711417,0.180144894,0.135971409,0.164614124
C1QTNF3,0.717506285,0.980260537,2.043802702,3.32561357,2.641828058
ENO2,116.1661998,139.2334402,200.8584891,194.6370189,191.6334309
PALMD,4.290565241,2.635168323,1.346643536,1.419095326,1.561255009
MYD88,4.594424803,2.312551412,0.707367644,0.902872495,1.192100903
SERPINF1,21.54292331,16.80236259,10.88227512,10.86891992,10.04049608
FKBP4,24.0765111,29.33048689,42.24765231,42.75281531,41.10235653
RBP1,10.33689401,6.850659665,1.788690915,3.633467283,3.101188173
ITGA8,0.097381299,0.183809131,0.528443102,0.706394422,0.665370085
RARRES3,13.43850686,9.942012792,4.664891388,5.04271392,5.125024407
PHOX2B,3.971279936,1.491715327,0.613371741,0.492498889,0.41011561
NALCN,2.787172117,2.528232253,1.498045165,1.322293916,1.234780029
GZMH,3.854292438,2.861520964,0.194562378,0.406671424,0.600036657
RSAD2,0.843565002,0.706074474,0.153106183,0.150009512,0.14427857
HJURP,3.069715453,2.402157484,0.83531724,0.942569585,1.178140542
PTPN6,2.47886829,1.114191333,0.470975739,0.342619051,0.41771368
GSDMD,2.185216562,1.343325225,0.443042038,0.420497736,0.632055814
ENC1,45.95868698,44.14755193,91.9300761,71.95755549,68.54502051
SLC14A1,0.54864098,0.147709311,0.012881427,0.013462285,0.008828164
SLC27A3,4.28024636,5.135176836,8.109809876,7.825920392,8.009520385
CADM3,40.74422681,44.52922641,59.8085105,63.02065863,63.28850371
IGF2R,16.60876455,13.57374169,9.680233433,9.4692044,9.153638841
MOXD1,3.254776291,2.466096,0.760320588,1.182774795,1.18590279
AKNA,9.296698973,7.535750143,4.922000542,4.929615495,5.233316594
STK17A,4.420946747,3.030297255,1.7599329,1.341546142,1.34293358
